id,year,state_name,state_code,district_name,district_code,registration_circles,murder,attempt_to_commit_murder,culpable_homicide_not_amounting_to_murder,attempt_to_commit_culpable_homicide,rape,attempt_to_commit_rape,kidnapping_and_abduction,dacoity,mkng_preparation_and_assembly_for_comm_dacoity,robbery,criminal_trespass_or_burglary,theft,unlawful_assembly,riots,criminal_breach_of_trust,cheating,forgery,counterfeiting,arson,grievous_hurt,dowry_deaths,assault_on_women,insult_to_the_modesty_of_women,cruelty_by_husband_or_his_relatives,importation_of_girls_from_foreign_country,causing_death_by_negligence,offences_against_state,offences_promoting_enmity_between_diff_grp,extortion,disclosure_of_identity_of_victims,incidence_of_rash_driving,human_trafficking,unnatural_offence,other_ipc_crimes
263,2016,Jammu And Kashmir,1,Srinagar,13,Srinagar,10,27,6,0,8,1,55,0,0,9,211,308,0,409,6,56,0,0,55,4,0,163,23,42,0,49,3,5,0,0,275,0,2,897
264,2016,Jammu And Kashmir,1,Udhampur,14,Udhampur,5,12,3,0,20,2,29,0,0,0,60,67,0,0,2,9,0,0,3,5,0,32,14,28,0,58,0,0,0,0,414,0,3,372
265,2016,Jharkhand,20,Bokaro,322,Bokaro,54,2,0,0,64,5,84,11,0,29,123,624,0,109,3,187,26,0,16,0,15,24,0,69,0,2,0,0,37,0,0,0,0,1109
266,2016,Jharkhand,20,West Singhbhum,343,Chaibasa,104,5,0,0,74,0,27,11,0,14,18,118,0,8,10,18,16,1,1,14,3,4,0,18,0,83,0,0,6,0,73,4,0,137
267,2016,Jharkhand,20,Chatra,323,Chatra,51,0,0,0,25,0,38,8,0,22,37,139,0,117,0,82,0,0,0,0,12,12,0,24,0,60,0,0,19,0,62,0,0,659
268,2016,Jharkhand,20,Deoghar,324,Deoghar,54,39,5,0,55,4,94,9,0,28,112,417,8,108,12,45,60,0,12,181,23,107,1,110,0,103,0,0,43,0,113,0,1,910
269,2016,Jharkhand,20,Dhanbad,325,Dhanbad,74,58,0,0,110,49,159,21,2,30,169,929,7,58,74,168,195,0,20,32,30,129,2,71,0,65,0,0,42,0,394,0,0,1284
270,2016,Jharkhand,20,Dhanbad,325,Dhanbad Railway,11,5,0,0,2,0,2,5,0,9,8,303,0,0,0,2,0,0,0,4,1,3,1,0,0,2,0,1,0,0,0,1,1,42
271,2016,Jharkhand,20,Dumka,326,Dumka,48,8,0,0,27,6,37,8,0,18,45,195,0,42,1,39,2,2,0,21,14,14,0,25,0,110,0,0,14,0,165,0,0,600
272,2016,Jharkhand,20,Garhwa,328,Garhwa,59,0,0,0,48,13,72,2,0,20,35,125,0,207,0,171,0,0,0,2,15,47,0,51,0,0,0,0,49,0,0,0,0,1131
273,2016,Jharkhand,20,Giridih,329,Giridih,74,99,0,0,60,17,82,23,0,35,83,367,0,267,20,66,21,0,14,19,34,27,0,70,0,158,0,0,56,0,85,0,0,1362
274,2016,Jharkhand,20,Godda,330,Godda,54,0,0,0,46,0,66,6,0,20,68,194,0,98,0,27,0,0,0,0,3,0,0,18,0,0,0,0,8,0,0,0,0,637
275,2016,Jharkhand,20,Gumla,331,Gumla,148,36,3,0,54,3,67,6,0,22,24,203,0,11,2,31,13,0,11,0,3,12,0,7,0,118,0,0,39,0,66,59,1,191
276,2016,Jharkhand,20,Hazaribagh,332,Hazaribagh,55,66,1,0,54,12,111,23,4,27,116,539,6,148,3,262,6,0,20,131,13,22,0,41,0,208,0,0,31,0,111,0,0,855
277,2016,Jharkhand,20,East Singhbum,327,Jamshedpur,93,29,4,0,67,15,70,4,0,33,167,991,0,119,37,635,34,0,22,731,20,40,0,98,0,174,0,0,35,0,0,0,3,363
278,2016,Jharkhand,20,East Singhbum,327,Jamshedpur Railway,7,0,0,0,0,0,0,0,0,3,6,120,0,0,1,1,0,0,0,0,0,4,0,1,0,1,0,0,3,0,0,3,1,18
279,2016,Jharkhand,20,Jamtara,333,Jamtara,15,60,3,0,19,13,33,5,0,12,26,152,21,97,6,51,22,0,3,25,9,62,0,57,0,28,0,0,20,0,30,1,0,115
280,2016,Jharkhand,20,Khunti,606,Khunti,67,23,0,0,21,0,9,0,0,14,12,59,0,4,0,9,0,0,2,0,0,0,0,2,0,59,0,0,9,0,0,4,0,50
281,2016,Jharkhand,20,Koderma,334,Koderma,24,21,0,0,14,0,38,4,0,9,27,114,420,47,0,118,0,0,1,14,12,0,0,19,0,65,0,0,3,0,63,0,0,243
282,2016,Jharkhand,20,Latehar,335,Latehar,42,0,0,0,25,0,33,9,0,13,12,102,0,23,0,15,34,0,2,0,4,10,0,10,0,63,0,0,8,0,73,5,0,218
283,2016,Jharkhand,20,Lohardaga,336,Lohardagga,36,17,0,0,46,0,32,2,0,14,14,121,0,26,7,36,0,0,0,2,5,14,0,10,0,74,0,0,10,0,38,0,0,140
284,2016,Jharkhand,20,Pakur,337,Pakur,24,74,8,0,43,9,22,5,0,7,16,151,0,5,7,28,0,0,0,10,3,41,0,63,0,57,0,0,11,0,0,3,0,187
285,2016,Jharkhand,20,Palamu,338,Palamu,93,94,4,0,26,2,47,12,0,51,53,158,0,87,32,39,28,0,5,94,33,12,0,19,0,93,0,0,14,0,81,0,0,835
286,2016,Jharkhand,20,Ramgarh,607,Ramgarh,32,49,2,5,17,14,47,7,0,22,67,254,9,9,29,30,21,0,5,7,8,40,0,15,0,135,0,0,14,0,49,0,0,231
287,2016,Jharkhand,20,Ranchi,339,Ranchi,123,92,0,0,103,0,64,21,5,68,92,481,34,66,22,65,57,0,5,72,6,0,0,38,0,105,0,0,42,0,357,56,0,492
288,2016,Jharkhand,20,Sahebganj,340,Sahebganj,33,61,1,0,53,15,43,4,1,8,17,107,0,54,7,64,5,5,2,0,2,10,0,109,0,39,0,0,2,0,54,3,0,585
289,2016,Jharkhand,20,Saraikela Kharsawan,341,Saraikela,73,45,0,1,28,2,26,0,0,18,51,273,11,9,8,40,25,0,1,5,8,33,9,37,0,130,0,0,48,0,71,3,0,171
290,2016,Jharkhand,20,Simdega,342,Simdega,66,2,0,0,28,0,6,4,0,5,8,49,0,2,11,25,0,0,1,0,2,0,0,20,0,0,0,0,22,0,116,18,0,139
291,2016,Karnataka,29,Bagalkote,524,Bagalkot,37,47,1,0,27,0,39,5,0,15,77,242,0,139,7,76,11,1,10,26,3,101,0,54,0,342,1,0,0,0,534,0,0,288
292,2016,Karnataka,29,Bengaluru Urban,525,Bengaluru City,229,590,20,1,321,3,974,101,340,789,1647,10578,19,524,105,3309,52,39,137,220,57,820,51,489,0,943,3,4,151,2,4546,6,2,18725
293,2016,Karnataka,29,Bengaluru Urban,525,Bengaluru District,72,76,6,0,59,0,178,10,26,96,289,737,0,261,34,343,20,2,25,16,6,124,0,101,0,670,0,0,0,0,1682,0,0,951
294,2016,Karnataka,29,Belagavi,527,Belagavi District,73,101,1,0,65,0,64,6,1,20,140,220,0,370,22,128,12,1,12,110,2,180,3,130,0,629,0,0,4,0,1407,0,1,675
295,2016,Karnataka,29,Ballari,528,Ballari,39,78,3,4,62,0,104,5,2,46,165,274,0,246,23,163,9,0,5,9,9,126,6,46,0,337,0,0,2,0,835,0,0,528
296,2016,Karnataka,29,Bidar,529,Bidar,50,84,1,63,17,4,51,2,6,24,117,196,0,159,11,60,2,0,12,43,8,78,5,89,0,271,0,0,8,0,1101,0,0,1102
297,2016,Karnataka,29,Vijayapura,530,Vijayapura,75,65,1,0,50,0,58,7,6,28,117,253,0,225,5,77,7,0,6,54,3,102,3,114,0,374,0,0,0,0,791,0,0,540
298,2016,Karnataka,29,Chikkaballapura,630,Chikkaballapura,38,52,0,0,73,0,50,1,4,34,88,177,0,218,5,78,8,1,14,13,6,63,0,21,0,242,0,0,6,0,483,0,0,597
299,2016,Karnataka,29,Chamarajanagara,531,Chamarajnagar,26,62,0,0,20,1,23,2,0,14,56,103,27,97,2,108,2,0,5,12,3,123,0,16,0,141,0,0,0,0,425,1,0,442
300,2016,Karnataka,29,Chikkamagaluru,532,Chikkamagaluru,32,65,6,0,50,0,52,14,1,33,118,219,0,125,4,84,11,0,12,20,5,209,2,74,0,204,0,0,0,0,753,0,0,819
301,2016,Karnataka,29,Chitradurga,533,Chitradurga,32,34,2,0,32,0,109,6,0,55,116,307,0,209,10,80,9,2,10,10,12,239,2,55,0,364,0,0,0,0,1429,0,0,825
302,2016,Karnataka,29,Dakshina Kannada,534,Dakshina Kannada,18,28,0,0,34,0,19,8,3,21,93,179,0,100,7,62,7,2,4,8,0,65,5,19,0,170,0,1,1,0,831,0,1,424
303,2016,Karnataka,29,Davangere,535,Davanagere,40,35,0,0,42,0,83,2,2,27,117,282,0,232,7,95,13,0,13,44,3,182,0,62,0,301,1,1,4,0,907,0,0,497
304,2016,Karnataka,29,Dharwad,536,Dharwad,21,29,0,0,13,0,23,2,0,8,33,96,0,99,2,29,2,1,1,22,1,29,0,29,0,175,0,0,0,0,318,0,0,173
305,2016,Karnataka,29,Gadag,537,Gadag,17,32,0,0,23,0,25,3,0,11,73,274,0,113,6,30,4,1,2,14,0,47,0,25,0,153,0,0,0,0,242,0,0,134
306,2016,Karnataka,29,Kalaburagi,538,Kalaburgi,81,99,3,2,57,3,52,6,19,65,161,280,0,311,16,55,30,2,10,53,7,130,10,111,0,335,0,0,0,0,1055,0,1,847
307,2016,Karnataka,29,Hassan,539,Hassan,60,108,0,0,49,0,79,10,3,51,196,277,0,164,9,145,0,3,26,64,10,253,0,95,0,445,0,0,2,0,1766,0,0,1365
308,2016,Karnataka,29,Haveri,540,Haveri,25,70,1,0,40,0,22,4,0,15,73,398,0,254,10,63,0,0,0,25,3,67,0,33,0,238,0,0,0,0,647,0,0,342
309,2016,Karnataka,29,Dharwad,536,Hubballi Dharwad City,26,53,1,0,19,0,32,9,1,112,147,363,0,114,12,193,19,0,5,35,0,49,4,45,0,115,0,2,0,0,419,3,1,283
310,2016,Karnataka,29,Belagavi,527,K.G.F.,14,17,0,0,12,1,9,2,0,9,47,55,0,28,0,38,1,0,2,14,3,20,2,3,0,57,0,0,1,0,114,0,0,181
311,2016,Karnataka,29,Kodagu,541,Kodagu,29,54,0,0,23,0,32,4,0,21,82,214,0,16,3,76,4,0,10,19,1,58,0,19,0,99,0,0,0,0,488,0,0,596
312,2016,Karnataka,29,Kolar,542,Kolar,27,35,2,0,28,0,47,1,3,19,65,142,0,163,12,78,15,2,3,17,4,47,0,12,0,253,0,0,0,0,483,0,0,441
313,2016,Karnataka,29,Koppal,543,Koppal,20,35,0,1,35,0,27,4,0,11,57,141,0,143,4,68,3,1,3,23,2,81,4,49,0,189,0,0,0,0,457,0,0,331
314,2016,Karnataka,29,Mandya,544,Mandya,59,88,2,1,48,4,82,15,4,54,246,418,0,127,8,117,13,0,33,28,9,401,2,104,0,458,0,0,3,0,1601,0,0,1392
315,2016,Karnataka,29,Dakshina Kannada,534,Mangaluru City,24,91,0,0,28,0,59,19,11,79,154,229,3,142,18,231,16,22,5,10,0,122,10,38,0,188,0,0,1,0,1148,1,0,726
316,2016,Karnataka,29,Mysuru,545,Mysuru City,25,42,3,0,50,0,128,9,4,95,117,583,0,68,4,283,4,2,11,20,6,125,4,29,0,105,0,1,4,0,612,0,1,548
317,2016,Karnataka,29,Mysuru,545,Mysuru District,60,52,4,0,45,0,59,10,1,27,189,427,0,210,2,89,15,1,14,32,5,187,3,72,0,357,0,0,0,0,882,1,0,1120
318,2016,Karnataka,29,Raichur,546,Raichur,49,50,0,2,46,0,49,6,0,20,142,166,0,291,6,103,7,0,9,44,9,218,5,117,0,273,0,0,3,0,522,5,0,700
319,2016,Karnataka,29,Bengaluru Urban,525,K.Railways,15,5,2,0,2,0,4,1,8,96,7,1180,0,1,0,6,0,6,0,6,0,5,0,0,0,11,0,0,0,0,5,0,1,61
320,2016,Karnataka,29,Ramanagara,631,Ramanagara,70,61,2,0,30,0,107,14,26,54,223,439,0,234,3,153,16,1,13,42,9,174,15,63,0,428,0,0,0,0,1433,0,0,877
321,2016,Karnataka,29,Shivamogga,547,Shimoga,43,124,5,0,103,0,75,9,20,53,281,304,0,276,4,194,7,0,24,58,11,378,4,186,0,315,1,0,12,0,1625,1,0,1400
322,2016,Karnataka,29,Tumakuru,548,Tumakuru,69,76,2,0,48,0,88,11,16,46,144,274,0,147,10,149,13,0,14,35,22,76,3,68,0,642,0,0,12,0,1531,2,0,972
462,2016,Meghalaya,17,South West Garo Hills,663,Garo Hills South West,3,3,1,0,2,0,10,2,0,1,2,28,0,0,0,1,1,0,0,2,0,4,0,3,0,9,0,0,5,0,11,0,0,9
323,2016,Karnataka,29,Udupi,549,Udupi,17,21,0,0,30,0,25,2,2,31,115,107,0,65,5,121,9,3,3,20,1,112,7,42,0,273,0,0,2,0,1090,0,0,426
324,2016,Karnataka,29,Uttara Kannada,550,Uttara Kannada,23,33,5,0,29,0,41,10,0,25,109,103,0,155,10,73,26,1,7,34,3,99,6,39,0,244,0,1,1,0,1105,0,0,509
325,2016,Karnataka,29,Yadgir,635,Yadgiri,18,48,3,0,24,0,14,1,0,5,57,173,0,99,3,33,2,1,2,33,8,117,0,42,0,132,0,0,3,0,268,0,0,241
326,2016,Karnataka,29,Belagavi,527,Belagavi City,20,67,1,0,21,0,33,8,0,48,129,277,0,138,6,127,3,1,9,39,3,53,4,65,0,170,0,12,1,0,659,0,0,376
327,2016,Kerala,32,Alappuzha,554,Alapuzha,14,34,5,191,97,6,18,5,0,32,136,187,9,209,8,224,15,0,36,137,3,194,15,138,0,292,0,0,3,0,3005,1,8,7709
328,2016,Kerala,32,Ernakulam,555,Ernakulam Commr.,10,26,4,42,62,0,14,7,11,42,78,239,139,32,15,553,9,0,6,80,1,162,23,111,0,138,1,5,15,0,2144,6,8,12069
329,2016,Kerala,32,Ernakulam,555,Ernakulam Rural,25,36,17,125,112,4,14,4,0,52,207,255,0,253,9,335,33,1,20,181,0,207,46,146,0,281,0,0,5,0,3221,0,16,21094
330,2016,Kerala,32,Idukki,556,Idukki,10,35,1,58,87,2,8,3,0,14,150,182,0,248,9,238,2,4,16,94,0,198,11,158,0,77,0,0,0,0,1019,0,9,7426
331,2016,Kerala,32,Kannur,557,Kannur,22,42,7,217,76,6,11,7,1,74,129,132,0,545,47,153,5,4,61,60,1,164,15,255,0,189,0,2,0,0,1619,0,8,5225
332,2016,Kerala,32,Kasaragod,558,Kasargod,12,35,4,75,73,0,16,3,0,28,117,431,0,550,5,119,27,0,56,29,1,165,20,131,0,108,0,5,2,0,824,1,9,3632
333,2016,Kerala,32,Kollam,559,Kollam Commr.,16,31,8,110,76,0,12,3,0,42,78,119,0,174,1,108,15,0,11,100,3,180,17,182,0,157,1,4,0,0,1389,0,3,13979
334,2016,Kerala,32,Kollam,559,Kollam Rural,18,22,7,92,79,0,7,1,4,14,100,104,0,211,1,124,8,0,23,140,1,262,14,166,0,144,0,4,1,0,1181,0,13,8754
335,2016,Kerala,32,Kottayam,560,Kottayam,22,36,8,83,87,1,13,6,7,44,144,240,38,215,10,257,8,3,15,120,1,212,28,127,0,200,0,7,0,0,2264,7,8,23225
336,2016,Kerala,32,Kozhikode,561,Kozhikode Commr.,3,9,1,59,52,0,7,0,5,62,103,176,3,189,9,121,11,1,26,27,2,109,19,161,0,134,2,6,1,0,1229,0,6,5603
337,2016,Kerala,32,Kozhikode,561,Kozhikode Rural,8,43,8,284,61,6,20,1,1,35,132,212,0,448,8,141,17,1,95,51,0,245,12,275,0,160,0,2,0,0,1363,0,6,3099
338,2016,Kerala,32,Malappuram,562,Malappuram,25,39,11,76,160,1,21,10,1,67,235,287,25,775,6,277,25,6,30,124,1,275,20,436,0,353,1,5,0,0,2356,0,65,4507
339,2016,Kerala,32,Palakkad,563,Palakkad,21,48,9,71,122,0,17,0,0,89,178,206,0,389,37,246,13,2,27,99,3,126,11,267,0,314,2,3,0,0,2049,1,10,14656
340,2016,Kerala,32,Pathanamthitta,564,Pathanamthitta,12,31,3,80,82,0,4,2,8,28,117,146,29,94,5,192,15,3,18,136,1,202,7,79,0,116,0,1,0,0,1444,1,0,6394
341,2016,Kerala,32,Thiruvananthapuram,565,Railways,0,0,0,1,0,1,1,0,0,12,0,155,0,1,0,4,0,0,0,2,0,36,7,0,0,0,0,0,0,0,0,4,0,83
342,2016,Kerala,32,Thrissur,566,Thrissur Commr.,5,17,5,43,46,1,2,4,2,24,74,114,44,68,7,237,9,1,14,55,1,67,10,67,0,105,0,0,7,2,1146,1,3,10171
343,2016,Kerala,32,Thrissur,566,Thrissur Rural,24,37,20,16,96,4,9,3,0,41,154,218,109,188,3,500,11,2,36,171,2,258,13,281,0,254,0,2,2,0,2493,0,11,12534
344,2016,Kerala,32,Thiruvananthapuram,565,Trivandrum Commr.,15,20,3,115,66,2,10,6,5,71,118,241,182,21,10,275,27,10,11,64,1,250,20,117,0,128,0,1,9,0,2219,0,2,13849
345,2016,Kerala,32,Thiruvananthapuram,565,Trivandrum Rural,28,62,8,251,138,5,24,5,6,116,228,208,74,206,7,348,12,4,41,178,3,540,12,262,0,234,0,1,4,1,2477,2,17,12321
346,2016,Kerala,32,Wayanad,567,Wayanadu,10,18,2,19,82,3,13,1,0,21,98,82,0,264,15,128,5,0,12,44,0,177,8,96,0,69,4,2,0,0,816,0,5,1899
348,2016,Madhya Pradesh,23,Agar-Malwa,667,Agar,19,15,0,2,34,0,12,0,0,9,43,131,0,22,1,7,0,0,8,15,3,76,12,28,0,65,0,0,0,0,269,0,0,1115
349,2016,Madhya Pradesh,23,Alirajpur,639,Alirajpur,61,15,0,1,52,0,29,1,0,12,46,137,0,9,2,13,0,0,8,41,0,30,2,8,0,121,0,1,0,0,331,0,1,454
350,2016,Madhya Pradesh,23,Anuppur,390,Anuppur,31,11,1,0,72,4,110,4,0,7,169,121,0,19,4,23,1,0,9,30,4,82,3,86,0,50,0,5,1,0,266,0,3,1226
351,2016,Madhya Pradesh,23,Ashoknagar,391,Ashok Nagar,36,21,2,0,77,5,68,0,3,13,88,147,0,22,11,12,0,0,8,201,5,188,2,99,0,117,0,0,0,0,415,0,5,1509
352,2016,Madhya Pradesh,23,Balaghat,392,Balaghat,48,31,5,0,126,2,125,6,0,20,193,270,0,26,12,55,0,0,8,18,6,131,6,113,0,132,0,0,3,0,505,0,1,2026
353,2016,Madhya Pradesh,23,Barwani,393,Barwani,30,16,2,0,76,0,34,1,0,16,90,226,0,20,6,16,0,0,10,45,3,65,5,26,0,188,0,2,1,0,714,0,1,1155
354,2016,Madhya Pradesh,23,Betul,394,Betul,47,19,3,2,97,2,154,0,2,8,107,145,0,4,9,18,3,0,15,11,13,139,7,126,0,235,0,0,1,0,638,0,2,1815
355,2016,Madhya Pradesh,23,Bhind,395,Bhind,43,63,4,4,54,2,98,4,5,36,183,282,0,66,12,55,0,0,14,105,31,113,5,111,0,221,0,0,0,0,0,0,0,3061
356,2016,Madhya Pradesh,23,Bhopal,396,Bhopal,73,138,2,13,286,3,479,3,3,132,981,3476,0,90,30,168,1,10,32,36,26,438,8,355,0,313,0,0,14,0,3462,6,13,6364
357,2016,Madhya Pradesh,23,Bhopal,396,Bhopal Railway,3,5,3,0,11,0,24,2,2,50,13,2302,0,1,1,3,0,0,0,2,0,27,0,2,0,0,0,0,0,0,0,4,1,233
358,2016,Madhya Pradesh,23,Burhanpur,397,Burhanpur,7,13,0,0,24,0,31,1,0,9,45,76,0,5,5,8,0,1,2,32,3,64,0,12,0,72,0,0,0,0,322,0,1,810
359,2016,Madhya Pradesh,23,Chhatarpur,398,Chhatarpur,40,57,0,5,56,6,155,2,1,39,272,165,0,41,4,28,0,1,13,88,23,212,2,76,0,226,0,0,10,0,530,1,3,2398
478,2016,Mizoram,15,Aizawl,261,Spl Narcotic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,2016,Madhya Pradesh,23,Chhindwara,399,Chhindwara,70,39,9,0,160,0,237,4,0,37,238,330,0,37,5,56,0,0,22,201,8,236,12,157,0,351,0,0,0,0,1287,0,1,2640
361,2016,Madhya Pradesh,23,Damoh,400,Damoh,36,36,0,0,36,0,149,1,0,10,128,138,0,16,2,14,0,0,9,55,20,162,0,134,0,171,0,0,0,0,581,0,1,1861
362,2016,Madhya Pradesh,23,Datia,401,Datia,32,32,0,0,25,0,58,0,9,12,50,125,0,0,0,23,0,1,15,52,5,92,0,34,0,82,0,0,0,0,336,0,2,1366
363,2016,Madhya Pradesh,23,Dewas,402,Dewas,26,56,0,2,126,4,82,2,0,29,145,508,0,47,4,59,80,0,17,88,17,224,19,289,0,261,0,9,5,0,1092,3,2,4735
364,2016,Madhya Pradesh,23,Dhar,403,Dhar,75,48,1,2,189,2,191,15,3,40,266,871,1,47,21,19,10,0,37,253,9,195,10,58,0,422,0,0,3,0,1684,1,0,2812
365,2016,Madhya Pradesh,23,Dindori,404,Dindori,18,6,2,0,82,0,54,0,0,2,56,54,0,6,1,10,0,0,5,16,3,113,1,86,0,59,0,0,0,0,478,0,1,1676
366,2016,Madhya Pradesh,23,Guna,406,Guna,33,46,0,0,87,1,85,3,1,37,172,319,0,19,21,28,0,0,19,349,7,193,7,96,0,137,0,1,0,0,554,2,1,1953
367,2016,Madhya Pradesh,23,Gwalior,407,Gwalior,82,110,13,3,155,0,242,6,45,91,525,1684,0,84,53,92,59,3,18,66,30,268,3,406,0,221,0,0,6,0,1506,1,12,5269
368,2016,Madhya Pradesh,23,Harda,408,Harda,15,10,1,0,73,0,86,0,2,15,55,143,0,11,5,10,1,0,5,40,1,72,1,51,0,73,0,4,0,0,236,3,2,991
369,2016,Madhya Pradesh,23,Narmadapuram,409,Hoshangabad,44,46,6,1,89,1,117,1,0,21,150,246,0,17,14,15,5,1,9,71,12,150,3,91,0,184,0,1,2,1,851,0,3,2068
370,2016,Madhya Pradesh,23,Indore,410,Indore,84,89,7,0,236,2,458,3,33,123,1014,4227,0,42,42,190,127,3,20,157,28,326,107,308,0,552,0,0,20,0,4708,1,10,4758
371,2016,Madhya Pradesh,23,Indore,410,Indore Railway,2,3,0,0,5,0,4,0,0,12,6,596,0,0,0,2,0,0,0,0,0,7,1,1,0,3,0,0,0,0,4,0,0,89
433,2016,Maharashtra,27,Parbhani,489,Parbhani,49,52,2,0,38,0,100,6,1,33,120,477,19,130,3,76,0,2,28,156,9,156,0,184,0,120,0,0,3,0,226,0,2,1945
372,2016,Madhya Pradesh,23,Jabalpur,411,Jabalpur,97,165,5,1,194,3,463,2,1,142,598,1202,0,63,4,96,5,0,8,121,15,315,23,147,0,358,0,0,33,0,2919,0,9,4933
373,2016,Madhya Pradesh,23,Jabalpur,411,Jabalpur Railway,3,3,0,0,2,0,11,1,0,45,5,1419,0,1,0,4,0,0,0,0,1,23,2,0,0,1,0,0,0,0,14,0,0,123
374,2016,Madhya Pradesh,23,Jhabua,412,Jhabua,32,23,1,0,111,0,170,1,1,19,107,200,0,51,0,19,0,0,26,117,1,123,0,38,0,106,0,0,0,0,773,0,0,1503
375,2016,Madhya Pradesh,23,Katni,413,Katni,32,35,1,0,84,0,148,2,0,16,217,264,2,8,5,74,0,0,8,102,10,146,2,42,0,139,0,0,2,0,844,1,3,2308
376,2016,Madhya Pradesh,23,Indore,410,Khandwa,24,19,0,0,84,0,96,1,5,9,140,310,0,27,9,27,0,0,16,17,1,203,6,55,0,146,1,0,4,0,628,1,0,1513
377,2016,Madhya Pradesh,23,Khargone,414,Khargone,29,32,6,0,136,0,96,3,0,14,240,415,0,13,3,33,2,0,11,121,2,218,4,42,0,228,0,0,2,0,853,2,0,1324
378,2016,Madhya Pradesh,23,Mandla,415,Mandla,34,9,3,0,62,0,77,0,0,2,68,81,0,2,2,18,1,0,5,38,2,79,3,53,0,132,0,0,4,0,632,0,0,655
379,2016,Madhya Pradesh,23,Mandsaur,416,Mandsaur,24,36,0,0,61,0,106,4,2,12,194,408,0,31,10,28,0,0,8,18,9,134,0,105,0,131,0,0,0,0,469,0,1,2459
380,2016,Madhya Pradesh,23,Morena,417,Morena,41,71,2,3,78,0,99,6,6,58,206,651,0,121,12,36,0,0,4,405,32,142,3,206,0,241,0,0,0,0,751,0,1,2870
381,2016,Madhya Pradesh,23,Narsinghpur,418,Narsinghpur,30,37,4,0,91,0,106,3,1,10,92,154,0,28,5,44,0,0,25,127,19,213,3,143,0,178,0,0,0,0,607,1,5,1903
382,2016,Madhya Pradesh,23,Neemuch,419,Neemuch,12,16,0,0,48,0,37,0,3,10,80,216,0,25,39,26,0,0,7,86,3,90,0,28,0,95,0,0,0,0,409,8,1,1670
383,2016,Madhya Pradesh,23,Panna,420,Panna,24,14,1,1,25,0,78,0,2,4,60,61,0,2,6,11,0,0,7,76,22,72,0,38,0,81,0,0,0,0,295,0,0,760
384,2016,Madhya Pradesh,23,Raisen,421,Raisen,62,50,3,2,113,2,121,2,0,10,86,234,0,17,0,24,0,0,0,102,17,171,5,21,0,224,0,0,0,0,797,0,0,2253
385,2016,Madhya Pradesh,23,Rajgarh,422,Rajgarh,28,44,3,0,84,5,112,0,2,27,128,364,0,73,9,27,0,1,91,75,6,256,6,308,0,148,0,0,21,0,957,3,2,4659
386,2016,Madhya Pradesh,23,Ratlam,423,Ratlam,35,69,7,3,100,0,214,2,1,37,132,401,0,44,25,74,1,1,20,94,8,246,14,272,0,244,0,0,18,0,1082,2,3,4030
387,2016,Madhya Pradesh,23,Rewa,424,Rewa,55,42,10,0,137,0,256,11,3,92,506,668,0,68,0,47,0,0,26,120,32,143,0,93,0,223,0,0,1,0,180,0,7,3395
388,2016,Madhya Pradesh,23,Sagar,425,Sagar,72,104,4,5,174,5,199,5,0,38,237,404,1,61,17,32,18,0,31,433,28,409,6,233,0,347,0,0,13,0,1321,3,8,4339
389,2016,Madhya Pradesh,23,Satna,426,Satna,57,49,0,0,139,1,268,3,1,37,304,423,0,50,7,44,0,0,18,147,30,152,0,110,0,331,0,0,0,0,0,0,1,4240
390,2016,Madhya Pradesh,23,Seoni,428,Seoni,28,25,3,1,63,1,153,3,0,16,131,155,0,36,3,28,0,0,15,41,17,152,10,152,0,200,0,0,1,0,758,2,3,1834
391,2016,Madhya Pradesh,23,Shahdol,429,Shahdol,39,22,3,0,86,0,160,4,0,35,246,243,0,8,5,30,0,1,21,53,8,172,4,284,0,108,0,0,0,0,540,4,0,2655
392,2016,Madhya Pradesh,23,Shajapur,430,Shajapur,14,26,1,3,60,1,55,2,1,14,111,244,0,22,5,26,9,0,17,101,7,133,5,72,0,116,0,0,0,0,449,0,3,1513
393,2016,Madhya Pradesh,23,Sheopur,431,Sheopur,18,9,0,0,21,0,21,2,3,4,92,52,0,14,3,14,0,0,3,49,4,52,0,27,0,44,0,0,3,0,151,0,0,691
394,2016,Madhya Pradesh,23,Shivpuri,432,Shivpuri,42,50,5,1,102,0,110,3,11,17,167,291,0,32,4,37,0,1,11,128,15,226,6,121,0,232,0,0,4,0,833,1,5,3142
395,2016,Madhya Pradesh,23,Sidhi,433,Sidhi,25,15,0,0,41,0,144,0,0,14,175,134,0,14,7,29,0,1,10,42,21,100,5,42,0,99,0,0,2,0,564,1,0,1711
396,2016,Madhya Pradesh,23,Sehore,427,Sehore,27,42,2,3,92,1,96,0,0,14,218,490,0,28,10,33,0,0,12,53,13,174,8,182,0,185,0,1,0,0,941,0,2,2272
461,2016,Meghalaya,17,South Garo Hills,277,Garo Hills South,3,17,2,0,4,0,17,2,0,1,3,8,0,0,1,3,1,3,0,5,0,5,0,0,0,2,6,0,10,0,2,0,0,22
397,2016,Madhya Pradesh,23,Singrauli,638,Singrauli,26,20,3,0,83,0,76,0,22,12,134,204,0,22,14,15,8,0,5,98,17,73,2,156,0,140,0,1,4,0,373,2,1,2121
